wnid,noun
n11249559,howard pyle
n11249712,pynchon
n11249712,thomas pynchon
n11249890,pyrrhus
n11250056,pythagoras
n11250287,qaddafi
n11250287,qadhafi
n11250287,khadafy
n11250287,gaddafi
n11250287,muammar al-qaddafi
n11250287,muammar el-qaddafi
n11250581,qin shi huang ti
n11250581,ch'in shih huang ti
n11250833,quincy
n11250833,josiah quincy
n11250991,quine
n11250991,w. v. quine
n11250991,willard van orman quine
n11251225,rabelais
n11251225,francois rabelais
n11251384,rachel
n11251531,rachmaninoff
n11251531,sergei rachmaninoff
n11251531,sergei vasilievich rachmaninoff
n11251531,rachmaninov
n11251531,sergei rachmaninov
n11251531,sergei vasilievich rachmaninov
n11251788,racine
n11251788,jean racine
n11251788,jean baptiste racine
n11251995,radhakrishnan
n11251995,sarvepalli radhakrishnan
n11251995,sir sarvepalli radhakrishnan
n11252222,raffles
n11252222,sir thomas raffles
n11252222,sir thomas stamford raffles
n11252392,rain-in-the-face
n11252627,raleigh
n11252627,walter raleigh
n11252627,sir walter raleigh
n11252627,ralegh
n11252627,walter ralegh
n11252627,sir walter ralegh
n11252915,rameau
n11252915,jean-philippe rameau
n11253097,rameses
n11253097,ramesses
n11253097,ramses
n11253248,rameses ii
n11253248,ramesses ii
n11253248,ramses ii
n11253248,rameses the great
n11253248,ramesses the great
n11253248,ramses the great
n11253455,ramon y cajal
n11253455,santiago ramon y cajal
n11253630,rand
n11253630,ayn rand
n11253802,rankin
n11253802,jeannette rankin
n11254028,raphael
n11254028,raffaello santi
n11254028,raffaello sanzio
n11254213,rask
n11254213,rasmus christian rask
n11254393,rasmussen
n11254393,kund johan victor rasmussen
n11254683,rasputin
n11254683,grigori efimovich rasputin
n11254950,rattigan
n11254950,terence rattigan
n11254950,sir terence mervyn rattigan
n11255085,ravel
n11255085,maurice ravel
n11255211,rayleigh
n11255211,third baron rayleigh
n11255211,lord rayleigh
n11255211,john william strutt
n11255460,reagan
n11255460,ronald reagan
n11255460,ronald wilson reagan
n11255460,president reagan
n11255619,reaumur
n11255619,rene antoine ferchault de reaumur
n11255775,rebecca
n11255775,rebekah
n11255917,red cloud
n11256125,redford
n11256125,robert redford
n11256125,charles robert redford
n11256335,reed
n11256335,walter reed
n11256494,reed
n11256494,john reed
n11256765,rehnquist
n11256765,william rehnquist
n11256765,william hubbs rehnquist
n11257031,reich
n11257031,steve reich
n11257031,stephen michael reich
n11257159,reich
n11257159,wilhelm reich
n11257395,reichstein
n11257395,tadeus reichstein
n11257547,reid
n11257547,thomas reid
n11257697,reiter
n11257697,hans conrad julius reiter
n11257932,rembrandt
n11257932,rembrandt van rijn
n11257932,rembrandt van ryn
n11257932,rembrandt harmensz van rijn
n11258096,renoir
n11258096,pierre auguste renoir
n11258214,respighi
n11258214,ottorino respighi
n11258353,reuben
n11258501,revere
n11258501,paul revere
n11258769,reynolds
n11258769,sir joshua reynolds
n11258924,rhine
n11258924,j. b. rhine
n11258924,joseph banks rhine
n11259054,rhodes
n11259054,cecil rhodes
n11259054,cecil j. rhodes
n11259054,cecil john rhodes
n11259457,ricardo
n11259457,david ricardo
n11259635,rice
n11259635,elmer rice
n11259635,elmer leopold rice
n11259635,elmer reizenstein
n11259777,rice
n11259777,sir tim rice
n11259777,timothy miles bindon rice
n11259950,richard i
n11259950,richard coeur de lion
n11259950,richard the lionheart
n11259950,richard the lion-hearted
n11260325,richard ii
n11260622,richard iii
n11260945,richards
n11260945,i. a. richards
n11260945,ivor armstrong richards
n11261184,richardson
n11261184,ralph richardson
n11261184,sir ralph david richardson
n11261364,richardson
n11261364,henry hobson richardson
n11261483,richelieu
n11261483,duc de richelieu
n11261483,armand jean du plessis
n11261483,cardinal richelieu
n11261698,richler
n11261698,mordecai richler
n11261804,rickenbacker
n11261804,eddie rickenbacker
n11261804,edward vernon rickenbacker
n11261986,rickover
n11261986,hyman rickover
n11261986,hyman george rickover
n11262168,riemann
n11262168,bernhard riemann
n11262168,georg friedrich bernhard riemann
n11262340,riesman
n11262340,david riesman
n11262340,david riesman jr.
n11262468,riley
n11262468,james whitcomb riley
n11262574,rilke
n11262574,rainer maria rilke
n11262765,rimbaud
n11262765,arthur rimbaud
n11262765,jean nicholas arthur rimbaud
n11262929,rimsky-korsakov
n11262929,nikolai andreyevich rimsky-korsakov
n11262929,rimski-korsakov
n11262929,nikolai andreyevich rimski-korsakov
n11263180,ringling
n11263180,charles ringling
n11263337,rittenhouse
n11263337,david rittenhouse
n11263558,ritz
n11263558,cesar ritz
n11263687,rivera
n11263687,diego rivera
n11263803,robbins
n11263803,jerome robbins
n11264002,robert
n11264002,henry m. robert
n11264002,henry martyn robert
n11264193,roberts
n11264193,bartholomew roberts
n11264343,roberts
n11264343,kenneth roberts
n11264508,roberts
n11264508,oral roberts
n11264614,roberts
n11264614,richard j. roberts
n11264614,richard john roberts
n11264828,robertson
n11264828,oscar robertson
n11264828,oscar palmer robertson
n11264973,robeson
n11264973,paul robeson
n11264973,paul bustill robeson
n11265183,robespierre
n11265183,maxmillien marie isidore de robespierre
n11265416,robinson
n11265416,edward g. robinson
n11265416,edward goldenberg robinson
n11265591,robinson
n11265591,edwin arlington robinson
n11265731,robinson
n11265731,jackie robinson
n11265731,jack roosevelt robinson
n11265914,robinson
n11265914,james harvey robinson
n11266117,robinson
n11266117,lennox robinson
n11266117,esme stuart lennox robinson
n11266279,robinson
n11266279,ray robinson
n11266279,sugar ray robinson
n11266279,walker smith
n11266524,robinson
n11266524,robert robinson
n11266524,sir robert robinson
n11266703,rochambeau
n11266703,comte de rochambeau
n11266703,jean baptiste donatien de vimeur
n11266920,rock
n11266920,john rock
n11267113,rockefeller
n11267113,john d. rockefeller
n11267113,john davison rockefeller
n11267343,rockingham
n11267343,second marquis of rockingham
n11267343,charles watson-wentworth
n11267568,rockwell
n11267568,norman rockwell
n11267745,rodgers
n11267745,richard rodgers
n11267949,rodin
n11267949,auguste rodin
n11267949,francois auguste rene rodin
n11268118,roebling
n11268118,john roebling
n11268118,john augustus roebling
n11268326,roentgen
n11268326,wilhelm konrad roentgen
n11268326,rontgen
n11268326,wilhelm konrad rontgen
n11268523,rogers
n11268523,carl rogers
n11268667,rogers
n11268667,ginger rogers
n11268667,virginia mcmath
n11268667,virginia katherine mcmath
n11268883,rogers
n11268883,will rogers
n11268883,william penn adair rogers
n11269085,roget
n11269085,peter mark roget
n11269236,rollo
n11269236,rolf
n11269236,hrolf
n11269367,romberg
n11269367,sigmund romberg
n11269515,rommel
n11269515,erwin rommel
n11269515,desert fox
n11269697,roosevelt
n11269697,theodore roosevelt
n11269697,president roosevelt
n11269697,president theodore roosevelt
n11270023,roosevelt
n11270023,franklin roosevelt
n11270023,franklin delano roosevelt
n11270023,f. d. roosevelt
n11270023,president roosevelt
n11270023,president franklin roosevelt
n11270023,fdr
n11270380,roosevelt
n11270380,eleanor roosevelt
n11270380,anna eleanor roosevelt
n11270577,ross
n11270577,betsy ross
n11270577,betsy griscom ross
n11270772,ross
n11270772,nellie ross
n11270772,nellie tayloe ross
n11270948,ross
n11270948,sir ronald ross
n11271094,ross
n11271094,james clark ross
n11271094,sir james clark ross
n11271349,ross
n11271349,john ross
n11271349,sir john ross
n11271563,rossetti
n11271563,dante gabriel rossetti
n11271720,rossini
n11271720,giloacchino antonio rossini
n11271859,rostand
n11271859,edmond rostand
n11272030,roth
n11272030,philip roth
n11272030,philip milton roth
n11272198,rothko
n11272198,mark rothko
n11272415,rothschild
n11272523,rous
n11272523,peyton rous
n11272523,francis peyton rous
n11272689,rousseau
n11272689,jean-jacques rousseau
n11272972,rousseau
n11272972,henri rousseau
n11272972,le douanier rousseau
n11273104,rubens
n11273104,peter paul rubens
n11273104,sir peter paul rubens
n11273286,rubinstein
n11273286,anton rubenstein
n11273286,anton gregor rubinstein
n11273286,anton grigorevich rubinstein
n11273479,rubinstein
n11273479,arthur rubinstein
n11273479,artur rubinstein
n11273679,rundstedt
n11273679,von rundstedt
n11273679,karl rudolf gerd von rundstedt
n11273907,runyon
n11273907,damon runyon
n11273907,alfred damon runyon
n11274103,rupert
n11274103,prince rupert
n11274269,rush
n11274269,benjamin rush
n11274454,rushdie
n11274454,salman rushdie
n11274454,ahmed salman rushdie
n11274714,ruskin
n11274714,john ruskin
n11274812,russell
n11274812,bertrand russell
n11274812,bertrand arthur william russell
n11274812,earl russell
n11275035,russell
n11275035,george william russell
n11275035,a.e.
n11275170,russell
n11275170,henry russell
n11275170,henry norris russell
n11275344,russell
n11275344,lillian russell
n11275495,russell
n11275495,bill russell
n11275495,william felton russell
n11275636,russell
n11275636,ken russell
n11275636,henry kenneth alfred russell
n11275772,russell
n11275772,charles taze russell
n11275952,ruth
n11276100,ruth
n11276100,babe ruth
n11276100,george herman ruth
n11276100,sultan of swat
n11276285,rutherford
n11276285,ernest rutherford
n11276285,first baron rutherford
n11276285,first baron rutherford of nelson
n11276549,rutherford
n11276549,daniel rutherford
n11276676,rutledge
n11276676,john rutledge
n11276971,saarinen
n11276971,eero saarinen
n11277096,saarinen
n11277096,eliel saarinen
n11277279,sabin
n11277279,albert sabin
n11277279,albert bruce sabin
n11277500,sacagawea
n11277500,sacajawea
n11277680,sacco
n11277680,nicola sacco
n11277900,sadat
n11277900,anwar sadat
n11277900,anwar el-sadat
n11278120,sade
n11278120,de sade
n11278120,comte donatien alphonse francois de sade
n11278120,marquis de sade
n11278351,saint-saens
n11278351,charles camille saint-saens
n11278498,sakharov
n11278498,andrei sakharov
n11278498,andrei dimitrievich sakharov
n11278756,saladin
n11278756,salah-ad-din yusuf ibn-ayyub
n11278980,salinger
n11278980,j. d. salinger
n11278980,jerome david salinger
n11279109,salk
n11279109,jonas salk
n11279109,jonas edward salk
n11279300,salome
n11279433,salomon
n11279433,haym salomon
n11279648,samson
n11279874,samuel
n11280013,sand
n11280013,george sand
n11280013,amandine aurore lucie dupin
n11280013,baroness dudevant
n11280213,sandburg
n11280213,carl sandburg
n11280405,sanger
n11280405,margaret sanger
n11280405,margaret higgins sanger
n11280653,sanger
n11280653,frederick sanger
n11280653,fred sanger
n11280905,santa anna
n11280905,santa ana
n11280905,antonio lopez de santa anna
n11280905,antonio lopez de santa ana
n11281174,sapir
n11281174,edward sapir
n11281345,sappho
n11281555,sarah
n11281682,sarazen
n11281682,gene sarazen
n11281837,sargent
n11281837,john singer sargent
n11281995,sarnoff
n11281995,david sarnoff
n11282154,saroyan
n11282154,william saroyan
n11282286,sartre
n11282286,jean-paul sartre
n11282434,satie
n11282434,erik satie
n11282434,erik alfred leslie satie
n11282613,saul
n11282802,savonarola
n11282802,girolamo savonarola
n11283158,sax
n11283158,adolphe sax
n11283300,saxe
n11283300,hermann maurice saxe
n11283300,comte de saxe
n11283300,marshal saxe
n11283517,saxo grammaticus
n11283682,sayers
n11283682,dorothy sayers
n11283682,dorothy l. sayers
n11283682,dorothy leigh sayers
n11283843,scheele
n11283843,karl scheele
n11283843,karl wilhelm scheele
n11284024,schiaparelli
n11284024,elsa schiaparelli
n11284216,schiaparelli
n11284216,giovanni virginio schiaparelli
n11284409,schiller
n11284409,johann christoph friedrich von schiller
n11284541,schleiden
n11284541,matthias schleiden
n11284541,m. j. schleiden
n11284742,schlesinger
n11284742,arthur schlesinger
n11284742,arthur meier schlesinger
n11284884,schlesinger
n11284884,arthur schlesinger
n11284884,arthur schlesinger jr.
n11284884,arthur meier schlesinger jr.
n11285091,schliemann
n11285091,heinrich schliemann
n11285282,schmidt
n11285282,helmut schmidt
n11285282,helmut heinrich waldemar schmidt
n11285456,schnabel
n11285456,artur schnabel
n11285692,schonbein
n11285692,christian schonbein
n11285692,christian friedrich schonbein
n11285902,schonberg
n11285902,arnold schonberg
n11285902,schoenberg
n11285902,arnold schoenberg
n11286117,schoolcraft
n11286117,henry rowe schoolcraft
n11286354,schopenhauer
n11286354,arthur schopenhauer
n11286476,schrodinger
n11286476,erwin schrodinger
n11286618,schubert
n11286618,franz schubert
n11286618,franz peter schubert
n11286618,franz seraph peter schubert
n11286820,schulz
n11286820,charles schulz
n11286820,charles m. schulz
n11286820,charles munroe schulz
n11287016,schumann
n11287016,robert schumann
n11287016,robert alexander schumann
n11287186,schumann
n11287186,clara josephine schumann
n11287437,schumann-heink
n11287437,ernestine schumann-heink
n11287570,schumpeter
n11287570,joseph schumpeter
n11287570,joseph alois schumpeter
n11287734,schwann
n11287734,theodor schwann
n11287964,schweitzer
n11287964,albert schweitzer
n11288216,scipio
n11288216,scipio africanus
n11288216,scipio africanus major
n11288216,publius cornelius scipio
n11288216,publius cornelius scipio africanus major
n11288216,scipio the elder
n11288528,scopes
n11288528,john scopes
n11288528,john thomas scopes
n11288818,scorsese
n11288818,martin scorsese
n11288930,scott
n11288930,dred scott
n11289161,scott
n11289161,walter scott
n11289161,sir walter scott
n11289307,scott
n11289307,winfield scott
n11289491,scott
n11289491,robert scott
n11289491,robert falcon scott
n11289709,scott
n11289709,george c. scott
n11289830,scriabin
n11289830,aleksandr scriabin
n11289830,aleksandr nikolayevich scriabin
n11289999,scribe
n11289999,augustin eugene scribe
n11290107,scripps
n11290107,james edmund scripps
n11290272,scripps
n11290272,edward wyllis scripps
n11290477,seaborg
n11290477,glenn t. seaborg
n11290477,glenn theodore seaborg
n11290653,seaman
n11290653,elizabeth seaman
n11290653,elizabeth cochrane seaman
n11290653,nellie bly
n11290864,seeger
n11290864,alan seeger
n11290984,seeger
n11290984,pete seeger
n11290984,peter seeger
n11291179,segal
n11291179,george segal
n11291284,segovia
n11291284,andres segovia
n11291451,seles
n11291451,monica seles
n11291575,seleucus
n11291575,seleucus i
n11291575,seleucus i nicator
n11291824,selkirk
n11291824,selcraig
n11291824,alexander selkirk
n11291824,alexander selcraig
n11292105,sellers
n11292105,peter sellers
n11292207,selznick
n11292207,david o. selznick
n11292207,david oliver selznick
n11292391,seneca
n11292391,lucius annaeus seneca
n11292662,senefelder
n11292662,alois senefelder
n11292662,aloys senefelder
n11292809,sennacherib
n11293008,sennett
n11293008,mack sennett
n11293157,sequoya
n11293157,sequoyah
n11293157,george guess
n11293334,serkin
n11293334,rudolf serkin
n11293470,serra
n11293470,junipero serra
n11293470,miguel jose serra
n11293636,service
n11293636,robert william service
n11293805,sessions
n11293805,roger sessions
n11293805,roger huntington sessions
n11293972,seton
n11293972,elizabeth seton
n11293972,saint elizabeth ann bayley seton
n11293972,mother seton
n11294202,seurat
n11294202,georges seurat
n11294202,georges pierre seurat
n11294349,seward
n11294349,william henry seward
n11294582,sexton
n11294582,anne sexton
n11294680,seymour
n11294680,jane seymour
n11294834,shah jahan
n11295033,shahn
n11295033,ben shahn
n11295033,benjamin shahn
n11295196,shakespeare
n11295196,william shakespeare
n11295196,shakspere
n11295196,william shakspere
n11295196,bard of avon
n11295464,shankar
n11295464,ravi shankar
n11295619,shannon
n11295619,claude shannon
n11295619,claude e. shannon
n11295619,claude elwood shannon
n11295828,shapley
n11295828,harlow shapley
n11295936,shaw
n11295936,g. b. shaw
n11295936,george bernard shaw
n11296139,shaw
n11296139,anna howard shaw
n11296279,shaw
n11296279,henry wheeler shaw
n11296279,josh billings
n11296429,shaw
n11296429,artie shaw
n11296429,arthur jacob arshawsky
n11296602,shawn
n11296602,ted shawn
n11296775,shearer
n11296775,moira shearer
n11296914,shelley
n11296914,percy bysshe shelley
n11297032,shelley
n11297032,mary shelley
n11297032,mary wollstonecraft shelley
n11297032,mary godwin wollstonecraft shelley
n11297263,shepard
n11297263,alan shepard
n11297263,alan bartlett shepard jr.
n11297457,shepard
n11297457,sam shepard
n11297595,sheridan
n11297595,richard brinsley sheridan
n11297756,sherman
n11297756,roger sherman
n11297983,sherman
n11297983,william tecumseh sherman
n11298240,sherrington
n11298240,sir charles scott sherrington
n11298403,sherwood
n11298403,robert emmet sherwood
n11298519,shevchenko
n11298519,taras grigoryevich shevchenko
n11298634,shirer
n11298634,william lawrence shirer
n11298810,shockley
n11298810,william shockley
n11298810,william bradford shockley
n11299030,shostakovich
n11299030,dmitri shostakovich
n11299030,dmitri dmitrievich shostakovich
n11299212,shute
n11299212,nevil shute
n11299212,nevil shute norway
n11299367,sibelius
n11299367,jean sibelius
n11299367,johan julius christian sibelius
n11299501,siddons
n11299501,sarah siddons
n11299501,sarah kemble siddons
n11299672,sidney
n11299672,sir philip sidney
n11299770,siemens
n11299770,ernst werner von siemens
n11299890,siemens
n11299890,karl wilhelm siemens
n11299890,sir charles william siemens
n11300089,sikorsky
n11300089,igor sikorsky
n11300089,igor ivanovich sikorsky
n11300326,sills
n11300326,beverly sills
n11300326,belle miriam silverman
n11300465,silverstein
n11300465,shel silverstein
n11300465,shelby silverstein
n11300678,simenon
n11300678,georges simenon
n11300678,georges joseph christian simenon
n11300893,simon
n11300893,herb simon
n11300893,herbert a. simon
n11300893,herbert alexander simon
n11301129,simon
n11301129,neil simon
n11301129,marvin neil simon
n11301279,simon
n11301279,paul simon
n11301414,simon
n11301414,st. simon
n11301414,simon zelotes
n11301414,simon the zealot
n11301414,simon the canaanite
n11301597,simpson
n11301597,sir james young simpson
n11301809,simpson
n11301809,mrs. simpson
n11301809,wallis warfield simpson
n11301809,wallis warfield windsor
n11301809,duchess of windsor
n11302062,sinatra
n11302062,frank sinatra
n11302062,francis albert sinatra
n11302224,sinclair
n11302224,clive sinclair
n11302224,sir clive marles sinclair
n11302449,sinclair
n11302449,upton sinclair
n11302449,upton beall sinclair
n11302615,singer
n11302615,isaac bashevis singer
n11302772,singer
n11302772,isaac m. singer
n11302772,isaac merrit singer
n11302962,siqueiros
n11302962,david siqueiros
n11302962,david alfaro siqueiros
n11303132,siraj-ud-daula
n11303522,sitter
n11303522,willem de sitter
n11303698,sitting bull
n11304011,sitwell
n11304011,dame edith sitwell
n11304011,dame edith louisa sitwell
n11304139,sixtus iv
n11304139,francesco della rovere
n11304354,skeat
n11304354,walter william skeat
n11304461,skinner
n11304461,fred skinner
n11304461,b. f. skinner
n11304461,burrhus frederic skinner
n11304669,skinner
n11304669,cornelia otis skinner
n11304811,skinner
n11304811,otis skinner
n11304912,smalley
n11304912,richard smalley
n11304912,richard e. smalley
n11304912,richard errett smalley
n11305159,smetana
n11305159,bedrich smetana
n11305258,smith
n11305258,adam smith
n11305402,smith
n11305402,john smith
n11305402,captain john smith
n11305611,smith
n11305611,joseph smith
n11305745,smith
n11305745,bessie smith
n11305851,smith
n11305851,julia evelina smith
n11306008,smith
n11306008,kate smith
n11306008,kathryn elizabeth smith
n11306175,smith
n11306175,david smith
n11306175,david roland smith
n11306297,smith
n11306297,ian smith
n11306297,ian douglas smith
n11306473,smollett
n11306473,tobias smollett
n11306473,tobias george smollett
n11306619,smuts
n11306619,jan christian smuts
n11306760,snead
n11306760,sam snead
n11306760,samuel jackson snead
n11306920,snellen
n11306920,hermann snellen
n11307082,snow
n11307082,c. p. snow
n11307082,charles percy snow
n11307082,baron snow of leicester
n11307262,socinus
n11307262,faustus socinus
n11307262,fausto paolo sozzini
n11307422,socrates
n11307587,soddy
n11307587,frederick soddy
n11307759,solomon
n11307937,solvay
n11307937,ernest solvay
n11308120,solzhenitsyn
n11308120,alexander isayevich solzhenitsyn
n11308120,aleksandr solzhenitsyn
n11308120,aleksandr i. solzhenitsyn
n11308396,sondheim
n11308396,stephen sondheim
n11308520,sontag
n11308520,susan sontag
n11308624,sophocles
n11308739,sorensen
n11308739,soren peter lauritz sorensen
n11308877,soufflot
n11308877,jacques germain soufflot
n11308988,sousa
n11308988,john philip sousa
n11308988,march king
n11309164,southey
n11309164,robert southey
n11309318,soutine
n11309318,chaim soutine
n11309449,spallanzani
n11309449,lazzaro spallanzani
n11309613,spark
n11309613,muriel spark
n11309613,dame muriel spark
n11309613,muriel sarah spark
n11309772,spassky
n11309772,boris spassky
n11309772,boris vasilevich spassky
n11309958,speer
n11309958,albert speer
n11310081,speke
n11310081,john speke
n11310081,john hanning speke
n11310321,spencer
n11310321,herbert spencer
n11310523,spender
n11310523,stephen spender
n11310523,sir stephen harold spender
n11310679,spengler
n11310679,oswald spengler
n11310833,spenser
n11310833,edmund spenser
n11311011,sperry
n11311011,elmer ambrose sperry
n11311173,spielberg
n11311173,steven spielberg
n11311287,spillane
n11311287,mickey spillane
n11311287,frank morrison spillane
n11311450,spinoza
n11311450,de spinoza
n11311450,baruch de spinoza
n11311450,benedict de spinoza
n11311623,spock
n11311623,benjamin spock
n11311817,spode
n11311817,josiah spode
n11311959,stael
n11311959,madame de stael
n11311959,baronne anne louise germaine necker de steal-holstein
n11312120,stalin
n11312120,joseph stalin
n11312120,iosif vissarionovich dzhugashvili
n11312362,standish
n11312362,miles standish
n11312362,myles standish
n11312556,stanford
n11312556,leland stanford
n11312709,stanislavsky
n11312709,konstantin stanislavsky
n11312709,konstantin sergeyevich stanislavsky
n11312709,konstantin sergeevich alekseev
n11313011,stanley
n11313011,henry m. stanley
n11313011,sir henry morton stanley
n11313011,john rowlands
n11313357,stanley
n11313357,francis edgar stanley
n11313507,stanton
n11313507,elizabeth cady stanton
n11313726,starr
n11313726,ringo starr
n11313726,starkey
n11313726,richard starkey
n11313911,st. denis
n11313911,saint denis
n11313911,ruth saint denis
n11313911,ruth st. denis
n11314119,steele
n11314119,sir richrd steele
n11314219,steen
n11314219,jan steen
n11314315,steffens
n11314315,lincoln steffens
n11314315,joseph lincoln steffens
n11314514,steichen
n11314514,edward jean steichen
n11314666,stein
n11314666,gertrude stein
n11314792,steinbeck
n11314792,john steinbeck
n11314792,john ernst steinbeck
n11314969,steinberg
n11314969,saul steinberg
n11315140,steinem
n11315140,gloria steinem
n11315249,steiner
n11315249,rudolf steiner
n11315379,steinman
n11315379,david barnard steinman
n11315580,steinmetz
n11315580,charles proteus steinmetz
n11315760,steinway
n11315760,henry steinway
n11315760,henry engelhard steinway
n11315760,heinrich engelhard steinway
n11316003,stella
n11316003,frank stella
n11316003,frank philip stella
n11316141,steller
n11316141,georg wilhelm steller
n11316249,stendhal
n11316249,marie henri beyle
n11316429,stengel
n11316429,casey stengel
n11316429,charles dillon stengel
n11316567,stephen
n11316567,sir leslie stephen
n11316669,stephenson
n11316669,george stephenson
n11316828,stern
n11316828,isaac stern
n11316970,sterne
n11316970,laurence sterne
n11317086,steuben
n11317086,baron friedrich wilhelm ludolf gerhard augustin von steuben
n11317309,stevens
n11317309,george stevens
n11317416,stevens
n11317416,wallace stevens
n11317519,stevens
n11317519,smitty stevens
n11317519,s. smith stevens
n11317519,stanley smith stevens
n11317749,stevenson
n11317749,adlai stevenson
n11317749,adlai ewing stevenson
n11317897,stevenson
n11317897,robert louis stevenson
n11317897,robert louis balfour stevenson
n11318039,stewart
n11318039,dugald stewart
n11318171,stewart
n11318171,jimmy stewart
n11318171,james maitland stewart
n11318348,stieglitz
n11318348,alfred stieglitz
n11318462,stilwell
n11318462,joseph warren stilwell
n11318462,vinegar joe stilwell
n11318462,uncle joe
n11318692,stockton
n11318692,frank stockton
n11318692,francis richard stockton
n11318824,stoker
n11318824,bram stoker
n11318824,abraham stoker
n11318967,stokowski
n11318967,leopold stokowski
n11318967,leopold antoni stanislaw stokowski
n11319134,stone
n11319134,edward durell stone
n11319244,stone
n11319244,harlan fiske stone
n11319413,stone
n11319413,i. f. stone
n11319413,isidor feinstein stone
n11319570,stone
n11319570,lucy stone
n11319704,stone
n11319704,oliver stone
n11319810,stone
n11319810,harlan stone
n11319810,harlan f. stone
n11319810,harlan fisk stone
n11320044,stopes
n11320044,marie stopes
n11320044,marie charlotte carmichael stopes
n11320245,stoppard
n11320245,tom stoppard
n11320245,sir tom stoppard
n11320245,thomas straussler
n11320405,stowe
n11320405,harriet beecher stowe
n11320405,harriet elizabeth beecher stowe
n11320631,strachey
n11320631,lytton strachey
n11320631,giles lytton strachey
n11320821,stradivari
n11320821,antonio stradivari
n11320821,stradivarius
n11320821,antonius stradivarius
n11321051,strasberg
n11321051,lee strasberg
n11321051,israel strassberg
n11321296,strauss
n11321296,johann strauss
n11321296,strauss the elder
n11321428,strauss
n11321428,johann strauss
n11321428,strauss the younger
n11321647,strauss
n11321647,richard strauss
n11321841,stravinsky
n11321841,igor stravinsky
n11321841,igor fyodorovich stravinsky
n11322068,streep
n11322068,meryl streep
n11322178,streisand
n11322178,barbra streisand
n11322178,barbra joan streisand
n11322344,strickland
n11322344,william strickland
n11322481,strindberg
n11322481,august strindberg
n11322481,johan august strindberg
n11322627,stroheim
n11322627,erich von stroheim
n11322758,stuart
n11322758,gilbert stuart
n11322758,gilbert charles stuart
n11322937,stubbs
n11322937,william stubbs
n11323094,stuyvesant
n11323094,peter stuyvesant
n11323094,petrus stuyvesant
n11323316,styron
n11323316,william styron
n11323448,suckling
n11323448,sir john suckling
n11323580,sue
n11323580,eugene sue
n11323721,suharto
n11323849,sukarno
n11323849,achmad sukarno
n11324090,sulla
n11324090,lucius cornelius sulla felix
n11324212,sullivan
n11324212,arthur sullivan
n11324212,arthur seymour sullivan
n11324212,sir arthur sullivan
n11324428,sullivan
n11324428,anne sullivan
n11324428,anne mansfield sullivan
n11324619,sullivan
n11324619,ed sullivan
n11324619,edward vincent sullivan
n11324785,sullivan
n11324785,harry stack sullivan
n11324902,sullivan
n11324902,louis sullivan
n11324902,louis henry sullivan
n11324902,louis henri sullivan
n11325146,sully
n11325146,duc de sully
n11325146,maxmilien de bethune
n11325265,sully
n11325265,thomas sully
n11325419,sumner
n11325419,william graham sumner
n11325534,sunday
n11325534,billy sunday
n11325534,william ashley sunday
n11325663,sun yat-sen
n11325663,sun yixian
n11325867,sutherland
n11325867,joan sutherland
n11325867,dame joan sutherland
n11326008,sverdrup
n11326008,otto neumann sverdrup
n11326154,swammerdam
n11326154,jan swammerdam
n11326433,swanson
n11326433,gloria swanson
n11326433,gloria may josephine svensson
n11326591,swedenborg
n11326591,svedberg
n11326591,emanuel swedenborg
n11326591,emanuel svedberg
n11326730,sweet
n11326730,henry sweet
n11326869,swift
n11326869,jonathan swift
n11326869,dean swift
n11326999,swift
n11326999,gustavus franklin swift
n11327163,swinburne
n11327163,algernon charles swinburne
n11327273,sydenham
n11327273,thomas sydenham
n11327273,english hippocrates
n11327398,sylvester ii
n11327398,gerbert
n11327544,symonds
n11327544,john addington symonds
n11327650,symons
n11327650,arthur symons
n11327744,synge
n11327744,j. m. synge
n11327744,john millington synge
n11327744,edmund john millington synge
n11327964,szell
n11327964,george szell
n11328085,szent-gyorgyi
n11328085,albert szent-gyorgyi
n11328085,albert von szent-gyorgyi
n11328289,szilard
n11328289,leo szilard
n11328524,tacitus
n11328524,publius cornelius tacitus
n11328524,gaius cornelius tacitus
n11328714,taft
n11328714,william howard taft
n11328714,president taft
n11328930,taft
n11328930,lorado taft
n11329030,tagore
n11329030,rabindranath tagore
n11329030,sir rabindranath tagore
n11329281,talbot
n11329281,fox talbot
n11329281,william henry fox talbot
n11329507,tallchief
n11329507,maria tallchief
n11329690,talleyrand
n11329690,charles maurice de talleyrand
n11329808,tallis
n11329808,thomas tallis
n11330026,tamerlane
n11330026,tamburlaine
n11330026,timur
n11330026,timur lenk
n11330228,tamm
n11330228,igor tamm
n11330228,igor yevgeneevich tamm
n11330346,tancred
n11330504,tandy
n11330504,jessica tandy
n11330692,taney
n11330692,roger taney
n11330692,roger brooke taney
n11330963,tange
n11330963,kenzo tange
n11331063,tanguy
n11331063,yves tanguy
n11331192,tappan
n11331192,arthur tappan
n11331300,tarantino
n11331300,quentin tarantino
n11331300,quentin jerome tarantino
n11331442,tarbell
n11331442,ida tarbell
n11331442,ida m. tarbell
n11331442,ida minerva tarbell
n11331669,tarkovsky
n11331669,andrei tarkovsky
n11331669,andrei arsenevich tarkovsky
n11331804,tarquin
n11331804,tarquin the proud
n11331804,tarquinius
n11331804,tarquinius superbus
n11331804,lucius tarquinius superbus
